06100026 00000126 ['399', '118', '728', '392']
06100050 00000093 ['510', '822', '606', '902']
06100050 00000091 ['100', '802', '176', '833']
06100050 00000085 ['639', '256', '695', '321']
06100050 00000090 ['283', '711', '361', '801']
06100050 00000072 ['556', '657', '624', '734']
06100050 00000086 ['157', '734', '219', '820']
06100050 00000035 ['71', '1083', '147', '1179']
06100050 00000069 ['66', '980', '129', '1041']
06100050 00000021 ['639', '108', '721', '207']
06100050 00000059 ['402', '281', '484', '374']
06100050 00000088 ['688', '936', '761', '1009']
06100050 00000088 ['560', '256', '628', '308']
06100050 00000087 ['363', '344', '410', '357']
06100050 00000037 ['255', '711', '335', '762']
06100050 00000035 ['637', '655', '718', '736']
06100050 00000012 ['632', '514', '673', '577']
06100050 00000015 ['22', '990', '96', '1051']
06100050 00000036 ['303', '642', '397', '741']
06100050 00000013 ['196', '788', '247', '836']
06100050 00000004 ['409', '588', '462', '635']
06100050 00000041 ['224', '741', '289', '811']
06100050 00000089 ['87', '912', '159', '1013']
06100050 00000085 ['123', '332', '155', '373']
06100050 00000006 ['126', '563', '191', '631']
06100050 00000072 ['288', '856', '349', '944']
06100050 00000033 ['297', '251', '397', '346']
06100050 00000017 ['268', '726', '345', '805']
06100050 00000062 ['541', '346', '616', '459']
06100050 00000054 ['461', '87', '542', '246']
06100050 00000068 ['247', '582', '290', '630']
06100050 00000089 ['618', '360', '691', '440']
06100050 00000053 ['644', '241', '680', '281']
06100050 00000089 ['614', '896', '683', '1025']
06100050 00000036 ['651', '238', '711', '328']
06100050 00000084 ['164', '338', '247', '417']
06100050 00000070 ['553', '259', '616', '326']
06100050 00000004 ['676', '625', '720', '684']
06100050 00000013 ['404', '483', '465', '532']
06100050 00000076 ['444', '347', '497', '435']
06100050 00000081 ['87', '368', '152', '448']
06100050 00000006 ['267', '602', '328', '699']
06100050 00000090 ['167', '779', '231', '898']
06100050 00000059 ['289', '815', '359', '920']
06100050 00000054 ['459', '801', '546', '885']
06100050 00000076 ['698', '685', '777', '752']
06100050 00000073 ['357', '1075', '415', '1137']
06100050 00000083 ['366', '884', '430', '946']
06100050 00000058 ['440', '246', '484', '306']
06100050 00000033 ['200', '1049', '280', '1142']
06100050 00000053 ['341', '538', '435', '645']
06100050 00000013 ['404', '539', '467', '611']
06100050 00000065 ['115', '864', '198', '956']
06100050 00000047 ['225', '367', '316', '478']
06100050 00000015 ['125', '748', '206', '832']
06100050 00000074 ['705', '834', '730', '883']
06100050 00000037 ['635', '863', '703', '941']
06100050 00000083 ['500', '246', '560', '299']
06100050 00000077 ['523', '1072', '550', '1140']
06100050 00000078 ['299', '1050', '376', '1130']
06100050 00000087 ['352', '980', '410', '1041']
06100050 00000074 ['407', '668', '476', '726']
06100050 00000021 ['177', '405', '276', '509']
06100050 00000082 ['690', '730', '759', '824']
06100050 00000060 ['311', '594', '399', '678']
06100050 00000070 ['415', '361', '493', '463']
06100050 00000005 ['321', '1053', '386', '1128']
06100050 00000048 ['561', '1030', '646', '1119']
06100050 00000012 ['312', '497', '378', '573']
06100050 00000061 ['363', '558', '443', '641']
06100050 00000089 ['616', '1048', '677', '1126']
06100050 00000032 ['246', '628', '326', '779']
06100050 00000061 ['480', '289', '561', '359']
06100050 00000009 ['41', '614', '99', '660']
06100050 00000046 ['644', '178', '720', '287']
06100050 00000078 ['442', '812', '491', '869']
06100050 00000071 ['361', '362', '432', '444']
06100050 00000033 ['324', '659', '386', '749']
06100050 00000037 ['632', '584', '718', '645']
06100050 00000082 ['681', '426', '754', '506']
06100050 00000088 ['415', '938', '502', '1015']
06100050 00000049 ['209', '727', '272', '790']
06100050 00000043 ['420', '173', '519', '296']
06100050 00000081 ['213', '815', '292', '909']
06100050 00000061 ['380', '159', '460', '250']
06100050 00000035 ['641', '919', '720', '994']
06100050 00000048 ['544', '308', '622', '424']
06100050 00000091 ['112', '852', '160', '907']
06100050 00000087 ['624', '528', '695', '593']
06100050 00000079 ['622', '449', '683', '522']
06100050 00000036 ['443', '424', '499', '496']
06100050 00000013 ['596', '680', '676', '761']
06100050 00000009 ['492', '593', '521', '626']
06100050 00000047 ['654', '374', '728', '484']
06100050 00000032 ['117', '266', '179', '330']
06100050 00000017 ['558', '309', '592', '351']
06100050 00000005 ['487', '1068', '567', '1147']
06100050 00000036 ['308', '751', '397', '835']
06100050 00000040 ['802', '237', '839', '276']
06100050 00000068 ['137', '857', '212', '923']
06100050 00000021 ['488', '108', '556', '275']
06100050 00000048 ['409', '181', '486', '304']
06100050 00000087 ['504', '549', '535', '597']
06100050 00000032 ['658', '291', '763', '451']
06100050 00000049 ['607', '726', '659', '770']
06100050 00000041 ['24', '501', '96', '557']
06100050 00000059 ['410', '542', '470', '614']
06100050 00000017 ['160', '295', '224', '354']
06100050 00000081 ['613', '250', '671', '338']
06100050 00000093 ['524', '1014', '577', '1099']
06100050 00000075 ['360', '560', '412', '638']
06100050 00000082 ['411', '252', '465', '332']
06100050 00000086 ['689', '627', '742', '728']
06100050 00000037 ['264', '231', '322', '304']
06100050 00000059 ['490', '959', '555', '1028']
06100050 00000058 ['335', '568', '400', '659']
06100050 00000033 ['221', '754', '275', '835']
06100050 00000061 ['591', '840', '633', '932']
06100050 00000046 ['237', '1039', '306', '1115']
06100050 00000050 ['570', '1111', '629', '1172']
06100050 00000071 ['94', '637', '167', '701']
06100050 00000084 ['694', '629', '784', '719']
06100050 00000046 ['398', '389', '474', '485']
06100050 00000060 ['211', '1046', '283', '1122']
06100050 00000013 ['390', '263', '452', '344']
06100050 00000012 ['315', '740', '383', '803']
06100050 00000073 ['230', '576', '286', '637']
06100050 00000059 ['706', '284', '764', '360']
06100050 00000084 ['311', '822', '363', '925']
06100050 00000073 ['499', '1087', '553', '1140']
06100050 00000036 ['533', '877', '612', '965']
06100050 00000069 ['336', '1083', '392', '1147']
06100050 00000071 ['106', '1008', '161', '1060']
06100050 00000067 ['299', '489', '364', '582']
06100050 00000085 ['236', '368', '295', '435']
06100050 00000069 ['466', '932', '529', '993']
06100050 00000017 ['146', '459', '219', '530']
06100050 00000061 ['360', '734', '429', '826']
06100050 00000036 ['520', '427', '614', '516']
06100050 00000013 ['2', '630', '44', '716']
06100050 00000085 ['652', '705', '688', '751']
06100050 00000058 ['240', '1001', '292', '1077']
06100050 00000074 ['686', '264', '715', '291']
06100050 00000079 ['218', '732', '286', '833']
06100050 00000049 ['524', '876', '579', '912']
06100050 00000090 ['289', '820', '356', '908']
06100050 00000069 ['71', '262', '145', '393']
06100050 00000089 ['497', '1042', '540', '1126']
06100050 00000036 ['637', '1080', '697', '1174']
06100050 00000046 ['751', '298', '848', '394']
06100050 00000050 ['579', '854', '625', '904']
06100050 00000061 ['255', '827', '342', '909']
06100050 00000033 ['518', '615', '618', '758']
06100050 00000086 ['406', '324', '476', '398']
06100050 00000076 ['434', '502', '511', '576']
06100050 00000085 ['223', '565', '299', '651']
06100050 00000009 ['156', '406', '203', '471']
06100050 00000088 ['307', '1062', '342', '1134']
06100050 00000089 ['93', '250', '152', '356']
06100050 00000060 ['540', '1059', '604', '1119']
06100050 00000085 ['495', '979', '569', '1017']
06100050 00000070 ['555', '963', '625', '1046']
06100050 00000085 ['366', '619', '426', '686']
06100050 00000074 ['161', '379', '198', '437']
06100050 00000049 ['530', '564', '584', '632']
06100050 00000070 ['692', '448', '754', '499']
06100050 00000022 ['502', '577', '635', '900']
06100050 00000040 ['342', '179', '393', '231']
06100050 00000067 ['302', '400', '366', '454']
06100050 00000072 ['286', '771', '360', '826']
06100050 00000078 ['554', '564', '635', '674']
06100050 00000080 ['316', '1073', '344', '1133']
06100050 00000050 ['690', '135', '743', '216']
06100050 00000079 ['639', '630', '658', '661']
06100050 00000006 ['389', '342', '453', '397']
06100050 00000040 ['346', '385', '383', '445']
06100050 00000040 ['633', '673', '668', '725']
06100050 00000009 ['719', '715', '752', '756']
06100050 00000035 ['97', '131', '164', '204']
06100050 00000032 ['446', '283', '610', '437']
06100050 00000035 ['185', '775', '266', '857']
06100050 00000046 ['512', '362', '596', '483']
06100050 00000005 ['495', '410', '586', '500']
06100050 00000086 ['541', '749', '625', '850']
06100050 00000060 ['539', '774', '600', '840']
06100050 00000056 ['409', '470', '505', '591']
06100050 00000077 ['645', '986', '681', '1052']
06100050 00000021 ['612', '896', '699', '966']
06100050 00000015 ['142', '304', '214', '353']
06100050 00000074 ['559', '461', '591', '474']
06100050 00000046 ['631', '767', '723', '857']
06100050 00000046 ['263', '182', '343', '267']
06100050 00000040 ['736', '171', '760', '213']
06100050 00000086 ['542', '878', '627', '952']
06100050 00000071 ['492', '262', '554', '330']
06100050 00000072 ['537', '434', '640', '541']
06100050 00000074 ['562', '486', '596', '538']
06100050 00000062 ['231', '424', '290', '495']
06100050 00000082 ['437', '686', '458', '734']
06100050 00000041 ['333', '679', '408', '749']
06100050 00000058 ['544', '752', '593', '818']
06100050 00000067 ['670', '737', '738', '816']
06100050 00000012 ['523', '679', '593', '735']
06100050 00000078 ['175', '688', '217', '700']
06100050 00000022 ['370', '542', '501', '655']
06100050 00000082 ['681', '999', '777', '1095']
06100050 00000049 ['299', '262', '339', '318']
06100050 00000087 ['613', '1022', '687', '1132']
06100050 00000059 ['492', '797', '557', '870']
06100050 00000091 ['625', '563', '686', '625']
06100050 00000047 ['651', '1041', '730', '1130']
06100050 00000093 ['265', '588', '318', '662']
06100050 00000013 ['204', '530', '252', '584']
06100050 00000041 ['122', '958', '189', '1023']
06100050 00000083 ['359', '691', '434', '779']
06100050 00000043 ['161', '398', '248', '470']
06100050 00000022 ['157', '115', '229', '229']
06100050 00000012 ['523', '747', '577', '791']
06100050 00000070 ['683', '347', '749', '432']
06100050 00000022 ['664', '840', '779', '977']
06100050 00000012 ['212', '810', '280', '873']
06100050 00000060 ['436', '242', '490', '302']
06100050 00000050 ['568', '695', '634', '765']
06100050 00000080 ['438', '900', '480', '939']
06100050 00000087 ['492', '967', '539', '1031']
06100050 00000070 ['177', '876', '228', '977']
06100050 00000078 ['679', '360', '768', '483']
06100050 00000054 ['458', '251', '563', '436']
06100050 00000059 ['302', '625', '366', '696']
06100050 00000006 ['786', '669', '842', '740']
06100050 00000061 ['585', '265', '667', '378']
06100050 00000084 ['700', '248', '771', '359']
06100050 00000006 ['251', '253', '334', '315']
06100050 00000083 ['629', '912', '695', '1013']
06100050 00000043 ['177', '712', '243', '815']
06100050 00000037 ['632', '421', '713', '491']
06100050 00000006 ['523', '690', '584', '754']
06100050 00000035 ['110', '212', '173', '308']
06100050 00000005 ['307', '733', '378', '820']
06100050 00000049 ['530', '198', '582', '265']
06100050 00000005 ['651', '308', '724', '382']
06100050 00000009 ['41', '350', '97', '420']
06100050 00000071 ['503', '858', '544', '874']
06100050 00000040 ['437', '425', '478', '478']
06100050 00000036 ['725', '1091', '806', '1173']
06100050 00000087 ['211', '689', '275', '788']
06100050 00000061 ['393', '265', '429', '326']
06100050 00000017 ['16', '716', '91', '772']
06100050 00000061 ['694', '538', '761', '596']
06100050 00000046 ['127', '286', '235', '378']
06100050 00000077 ['374', '839', '438', '912']
06100050 00000041 ['478', '642', '516', '680']
06100050 00000059 ['606', '1068', '666', '1112']
06100050 00000069 ['484', '356', '521', '402']
06100050 00000015 ['613', '537', '684', '634']
06100050 00000041 ['101', '400', '177', '473']
06100050 00000083 ['355', '331', '428', '385']
06100050 00000021 ['16', '926', '90', '1029']
06100050 00000093 ['377', '217', '471', '341']
06100050 00000047 ['228', '241', '329', '365']
06100050 00000079 ['228', '833', '270', '892']
06100050 00000079 ['83', '572', '153', '663']
06100050 00000081 ['353', '679', '426', '777']
06100050 00000085 ['475', '454', '575', '546']
06100050 00000088 ['549', '697', '630', '740']
06100050 00000033 ['453', '702', '517', '753']
06100050 00000048 ['282', '979', '363', '1079']
06100050 00000085 ['97', '491', '166', '558']
06100050 00000035 ['512', '1114', '583', '1197']
06100050 00000070 ['434', '1072', '497', '1137']
06100050 00000036 ['203', '396', '277', '466']
06100050 00000009 ['718', '476', '774', '517']
06100050 00000015 ['481', '305', '557', '616']
06100050 00000053 ['175', '197', '273', '445']
06100050 00000081 ['618', '590', '692', '690']
06100050 00000022 ['801', '510', '851', '587']
06100050 00000090 ['417', '727', '499', '808']
06100050 00000060 ['313', '401', '373', '478']
06100050 00000040 ['438', '194', '473', '242']
06100050 00000048 ['128', '249', '213', '366']
06100050 00000062 ['221', '769', '297', '860']
06100050 00000086 ['164', '949', '227', '1027']
06100050 00000067 ['183', '308', '252', '388']
06100050 00000073 ['360', '465', '425', '566']
06100050 00000080 ['551', '414', '614', '475']
06100050 00000040 ['349', '461', '396', '505']
06100050 00000041 ['28', '278', '92', '336']
06100050 00000090 ['546', '365', '615', '465']
06100050 00000075 ['629', '726', '668', '774']
06100050 00000006 ['396', '155', '450', '248']
06100050 00000046 ['248', '284', '328', '375']
06100050 00000089 ['352', '651', '432', '715']
06100050 00000088 ['309', '639', '349', '715']
06100050 00000089 ['635', '684', '668', '773']
06100050 00000070 ['164', '470', '226', '564']
06100050 00000060 ['112', '631', '183', '717']
06100050 00000015 ['257', '534', '331', '606']
06100050 00000005 ['313', '951', '389', '1019']
06100050 00000060 ['106', '826', '181', '901']
06100050 00000036 ['743', '931', '823', '1004']
06100050 00000015 ['279', '382', '308', '413']
06100050 00000053 ['511', '554', '589', '666']
06100050 00000005 ['641', '608', '738', '690']
06100050 00000087 ['503', '525', '530', '536']
06100050 00000017 ['406', '886', '467', '947']
06100050 00000088 ['560', '974', '620', '1045']
06100050 00000071 ['641', '264', '674', '336']
06100050 00000013 ['205', '459', '246', '521']
06100050 00000049 ['450', '316', '500', '379']
06100050 00000079 ['96', '253', '156', '330']
06100050 00000088 ['174', '1066', '231', '1133']
06100050 00000083 ['110', '624', '152', '717']
06100050 00000093 ['525', '691', '607', '812']
06100050 00000035 ['113', '337', '185', '423']
06100050 00000072 ['429', '774', '472', '844']
06100050 00000062 ['131', '737', '194', '800']
06100050 00000035 ['516', '240', '609', '326']
06100050 00000083 ['626', '360', '691', '383']
06100050 00000009 ['491', '781', '521', '817']
06100050 00000054 ['286', '972', '378', '1076']
06100050 00000086 ['681', '245', '731', '316']
06100050 00000017 ['520', '537', '607', '606']
06100050 00000073 ['372', '600', '417', '640']
06100050 00000035 ['197', '982', '270', '1077']
06100050 00000076 ['438', '855', '507', '928']
06100050 00000033 ['673', '468', '733', '615']
06100050 00000035 ['398', '752', '470', '847']
06100050 00000087 ['636', '255', '685', '325']
06100050 00000073 ['485', '254', '553', '348']
